entity,type,source
5 July 2022,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
12 December 1901,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
30 April 2008,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
John,PERSON,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
1923,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Marshall Morgan,ORG,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Henry,PERSON,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
1868,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Mitchell,PERSON,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
1849,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
1899,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
U.S.,GPE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Sengupta,PERSON,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
J. E.,PERSON,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Murry,PERSON,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
the United Kingdom,GPE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
1965,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
The Quarterly Review of Biology,ORG,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Royal Society of Arts,ORG,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
James Clerk Maxwell,PERSON,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Edward Frankland.[3,PERSON,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
the London Power Company,ORG,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Constable,ORG,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
1937,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
1892,DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Magnet Lab U. National High Magnetic Field Laboratory,ORG,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Penguin,ORG,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
"The early years, 1885–1950""",DATE,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
University College School,ORG,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Clara Ripley,PERSON,https://en.wikipedia.org/wiki/John_Ambrose_Fleming
Georgia State University,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Michael,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
W.H. Freeman,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Jordan,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Prentice Hall,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
John Murray,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
1917,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Griffiths,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
London,GPE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Nave,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
James Clerk,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
1989,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
1999,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Poyser,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Hodgeson,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Tipler,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
"Perret, W.",ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
1881,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
"Jeffery, G.B.",ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Joseph Henry,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
1831-08,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
two months,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
2007,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Sands,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
2011-08-29,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Clarendon Press,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
McGraw-Hill,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
today,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
1904,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Oxford,GPE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Fawwaz,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
1998,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Ampère,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Whelan,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Fleming,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Good,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
UK,GPE,https://en.wikipedia.org/wiki/Electromagnetic_induction
1968,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Prentice-Hall,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
1831,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
R. H.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Pearson,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Oxford University Press,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
L. Pearce Williams,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Feynman,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
2006,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
2002,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
2006-11-30,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
National Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Ulaby,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
M. J.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
The Royal Institution of Great Britain,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
1905,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Physics for Scientists and Engineers,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Einstein,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Faraday,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Pearson/Addison-Wesley,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
2021-08-30,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Newnes,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Engineering Electromagnetics,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
the United States,GPE,https://en.wikipedia.org/wiki/Electromagnetic_induction
1834,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
1923,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
1861,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Schmitt,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Saunders College Publishing,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
A. W.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Smithsonian Institution,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
New York,GPE,https://en.wikipedia.org/wiki/Electromagnetic_induction
"Longmans, Green, & Co.",ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Errede,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Philosophical Magazine,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Maxwell,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Douglas C.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
2003,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Theo. Audel & Co.,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Annalen der Physik.,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
M. L.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Balmain,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Essential Principles of Physics,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
1978,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Albert Einstein,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Lenz,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
James Clerk Maxwell,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
2013-12-13,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Distinguished Members Gallery,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Methuen and Company,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Mosca,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
D. J.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Electromagnetics Explained,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
"August 29, 1831,[7",DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
The Institution of Engineering and Technology,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
Classical Electromagnetism,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
R. B.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
P. A.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
P. M.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Leighton,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
1892,DATE,https://en.wikipedia.org/wiki/Electromagnetic_induction
Wikimedia Commons,ORG,https://en.wikipedia.org/wiki/Electromagnetic_induction
J. C.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
a b Giancoli,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Oliver Heaviside,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
C. R.,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Hayt,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Steven,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Heinrich Lenz,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Michael Faraday,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Heaviside,PERSON,https://en.wikipedia.org/wiki/Electromagnetic_induction
Hoboken,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Massachusetts,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Frank H.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Mark D.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Cambridge University Press,ORG,https://en.wikipedia.org/wiki/Lorentz_force
2025-06-24,DATE,https://en.wikipedia.org/wiki/Lorentz_force
2023,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Zangwill,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Griffiths,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
London,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Matthew N. O.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1910,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Connecticut,GPE,https://en.wikipedia.org/wiki/Lorentz_force
NJ,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Leslie E.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
The Manchester Physics Series,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Fitzroy Dearborn,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Cambridge,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Johns Hopkins University Press,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Dublin,GPE,https://en.wikipedia.org/wiki/Lorentz_force
1881,DATE,https://en.wikipedia.org/wiki/Lorentz_force
9 May 2012,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Goodwin,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Herbert W.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
NIST,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Sakurai & Napolitano,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Kristján Óttar,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
21 October 2013,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Thomson Brooks/Cole,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Sands,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
2007,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Field,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
National Institute of Standards and Technology,ORG,https://en.wikipedia.org/wiki/Lorentz_force
1784,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Chicago,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Modern Quantum Mechanics,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Darrigol,ORG,https://en.wikipedia.org/wiki/Lorentz_force
the mid-18th century,DATE,https://en.wikipedia.org/wiki/Lorentz_force
W. R.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Clarendon Press,ORG,https://en.wikipedia.org/wiki/Lorentz_force
J. J. Thomson,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
a few years,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Per F (,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Jackson,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Purcell & Morin,ORG,https://en.wikipedia.org/wiki/Lorentz_force
National Geophysical Data Center,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Klausen,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Andrew,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Robert B.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Hans Christian Ørsted,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Olivier,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1998,DATE,https://en.wikipedia.org/wiki/Lorentz_force
"1762,[33",DATE,https://en.wikipedia.org/wiki/Lorentz_force
Matthew L.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Ampère,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1997,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Delon,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Ballentine,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Taylor,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
David J.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Yaghjian,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Chong,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Grant,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Physics LibreTexts,ORG,https://en.wikipedia.org/wiki/Lorentz_force
John David,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
2021-04-22,DATE,https://en.wikipedia.org/wiki/Lorentz_force
W. H. Freeman & Co.,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Gerrit L.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Modern Electrodynamics,ORG,https://en.wikipedia.org/wiki/Lorentz_force
2018,DATE,https://en.wikipedia.org/wiki/Lorentz_force
8726,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Michel,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Oxford University Press,ORG,https://en.wikipedia.org/wiki/Lorentz_force
N.J,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Feynman,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1937-,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Nahin,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
2006,DATE,https://en.wikipedia.org/wiki/Lorentz_force
2013,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Thomson,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Thorne,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Biot,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
2002,DATE,https://en.wikipedia.org/wiki/Lorentz_force
12 April 2010,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Phillips,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Illinois,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Elliot H.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Oxford,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Srednicki,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Paul,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Wolfgang Bauer,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Darrigol,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
2004,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Johann Tobias Mayer,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
2025-06-,DATE,https://en.wikipedia.org/wiki/Lorentz_force
2000,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Serway,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Huray,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1885,DATE,https://en.wikipedia.org/wiki/Lorentz_force
1973,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Aharonov,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Sadiku,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Edward M.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
John R.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
World Scientific,ORG,https://en.wikipedia.org/wiki/Lorentz_force
David,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Hendrik Lorentz,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Cham,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Einstein,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Faraday,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Maxwell's Equations,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Sudbury,GPE,https://en.wikipedia.org/wiki/Lorentz_force
2020,DATE,https://en.wikipedia.org/wiki/Lorentz_force
California,GPE,https://en.wikipedia.org/wiki/Lorentz_force
T. W. B.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Henry Cavendish,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Mark A.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Charles-Augustin de Coulomb,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1993,DATE,https://en.wikipedia.org/wiki/Lorentz_force
André-Marie Ampère,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
J. A.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Wheeler,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
J H,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
E. T.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
"Feynman, Leighton & Sands",ORG,https://en.wikipedia.org/wiki/Lorentz_force
Tai L. Chow,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Introduction to Electrodynamics,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Singapore,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Physica Scripta.,ORG,https://en.wikipedia.org/wiki/Lorentz_force
River Edge,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Classical Electrodynamics,ORG,https://en.wikipedia.org/wiki/Lorentz_force
John Wiley & Sons,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Edinburgh,GPE,https://en.wikipedia.org/wiki/Lorentz_force
England,GPE,https://en.wikipedia.org/wiki/Lorentz_force
1990,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Napolitano,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Richard Phillips,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Progress in Electromagnetics Research,ORG,https://en.wikipedia.org/wiki/Lorentz_force
New York,GPE,https://en.wikipedia.org/wiki/Lorentz_force
1889,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Classical Mechanics,ORG,https://en.wikipedia.org/wiki/Lorentz_force
2011-08-13,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Philosophical Magazine,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Maxwell,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1865,DATE,https://en.wikipedia.org/wiki/Lorentz_force
that same year,DATE,https://en.wikipedia.org/wiki/Lorentz_force
2001,DATE,https://en.wikipedia.org/wiki/Lorentz_force
the Nineteenth Century,DATE,https://en.wikipedia.org/wiki/Lorentz_force
1895,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Whittaker,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Hamilton,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Lorentz,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Zangwill,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Griffiths,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Morin,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Hendrik Antoon,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
World Scientific Publishing Company,ORG,https://en.wikipedia.org/wiki/Lorentz_force
1996,DATE,https://en.wikipedia.org/wiki/Lorentz_force
"Longmans, Green and Co.",ORG,https://en.wikipedia.org/wiki/Lorentz_force
Berkshire,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
I. S.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1941,DATE,https://en.wikipedia.org/wiki/Lorentz_force
1965,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Kelvin,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
2009,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Lenz,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
James Clerk Maxwell,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
April 1889,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Arthur D.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Christoffel,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1881-04-,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Jewett,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
the Lorentz Institute,ORG,https://en.wikipedia.org/wiki/Lorentz_force
J. J.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Hestenes,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Burndy Library,ORG,https://en.wikipedia.org/wiki/Lorentz_force
New York City,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Misner,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Oliver,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Raymond A.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Norwalk,GPE,https://en.wikipedia.org/wiki/Lorentz_force
CRC Press,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Belmont,GPE,https://en.wikipedia.org/wiki/Lorentz_force
Semon,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
SI,ORG,https://en.wikipedia.org/wiki/Lorentz_force
"1760,[32",DATE,https://en.wikipedia.org/wiki/Lorentz_force
Springer International Publishing,ORG,https://en.wikipedia.org/wiki/Lorentz_force
John W. Jr.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Kibble,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Electricity and Magnetism,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Purcell,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Journal of Science,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Jones and Bartlett,ORG,https://en.wikipedia.org/wiki/Lorentz_force
Paul G.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Leighton,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Pearson / Addison-Wesley,ORG,https://en.wikipedia.org/wiki/Lorentz_force
1820,DATE,https://en.wikipedia.org/wiki/Lorentz_force
Körpern,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Verschuur,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Oliver Heaviside,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Dahl,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Jim,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
1972,DATE,https://en.wikipedia.org/wiki/Lorentz_force
American Journal of Physics,ORG,https://en.wikipedia.org/wiki/Lorentz_force
James Clerk Maxwell.[38,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Sakurai,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Michael Faraday,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Y. D.,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Heaviside,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Meyer,PERSON,https://en.wikipedia.org/wiki/Lorentz_force
Rennie,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Wiley Eastern Limited,ORG,https://en.wikipedia.org/wiki/Electric_charge
Michael,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Baigrie,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Patricia F.,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Cambridge University Press,ORG,https://en.wikipedia.org/wiki/Electric_charge
MA,GPE,https://en.wikipedia.org/wiki/Electric_charge
Tricker,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Zangwill,PERSON,https://en.wikipedia.org/wiki/Electric_charge
London,GPE,https://en.wikipedia.org/wiki/Electric_charge
Girolamo Fracastoro,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Walsh,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Leyden,PERSON,https://en.wikipedia.org/wiki/Electric_charge
"late 1746,[33",DATE,https://en.wikipedia.org/wiki/Electric_charge
Weinberg,PERSON,https://en.wikipedia.org/wiki/Electric_charge
D,PERSON,https://en.wikipedia.org/wiki/Electric_charge
1954,DATE,https://en.wikipedia.org/wiki/Electric_charge
"Heilbron, John",ORG,https://en.wikipedia.org/wiki/Electric_charge
1999,DATE,https://en.wikipedia.org/wiki/Electric_charge
Sherwood,PERSON,https://en.wikipedia.org/wiki/Electric_charge
1675,DATE,https://en.wikipedia.org/wiki/Electric_charge
Miletus,GPE,https://en.wikipedia.org/wiki/Electric_charge
Thales,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Brian,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Cambridge,GPE,https://en.wikipedia.org/wiki/Electric_charge
the 17th and 18th Centuries,DATE,https://en.wikipedia.org/wiki/Electric_charge
Ashgate,ORG,https://en.wikipedia.org/wiki/Electric_charge
Guericke,PERSON,https://en.wikipedia.org/wiki/Electric_charge
Benjamin Franklin,PERSON,https://en.wikipedia.org/wiki/Electric_charge
1838,DATE,https://en.wikipedia.org/wiki/Electric_charge
2026-02-11,DATE,https://en.wikipedia.org/wiki/Electric_charge
Coulomb,PERSON,https://en.wikipedia.org/wiki/Electric_charge
1729,DATE,https://en.wikipedia.org/wiki/Electric_charge
Peter Collinson,PERSON,https://en.wikipedia.org/wiki/Electric_charge
NIST,ORG,https://en.wikipedia.org/wiki/Electric_charge
1992,DATE,https://en.wikipedia.org/wiki/Electric_charge
William Gilbert,PERSON,https://en.wikipedia.org/wiki/Electric_charge
2019,DATE,https://en.wikipedia.org/wiki/Electric_charge
Annals of Science,ORG,https://en.wikipedia.org/wiki/Electric_charge
2007,DATE,https://en.wikipedia.org/wiki/Electric_charge
Banerjee,PERSON,https://en.wikipedia.org/wiki/Electric_charge
